,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bin,Total_Space_New
7682,Armadale,1,u,Marshall,2017-11-11,6.3,3143.0,1,1,1,50.0,Southern Metropolitan,4836,500000,Nearby,4
7683,Ascot Vale,3,h,Nelson,2017-11-11,4.3,3032.0,3,2,2,537.0,Western Metropolitan,6567,1275000,Nearby,10
7684,Ascot Vale,3,h,Brad,2017-11-11,4.3,3032.0,3,1,1,257.0,Western Metropolitan,6567,1155000,Nearby,8
7685,Ascot Vale,2,h,Raine,2017-11-11,4.3,3032.0,2,2,2,320.0,Western Metropolitan,6567,1365000,Nearby,8
7686,Ashburton,3,t,hockingstuart,2017-11-11,10.2,3147.0,3,2,1,267.0,Southern Metropolitan,3052,1200000,Nearby,9
7687,Ashwood,4,h,Buxton,2017-11-11,10.2,3147.0,4,2,2,593.0,Southern Metropolitan,2894,1425000,Nearby,12
7688,Aspendale Gardens,4,h,Barry,2017-11-11,21.5,3195.0,4,3,2,632.0,South-Eastern Metropolitan,2243,1232000,Far,13
7689,Aspendale Gardens,4,h,Barry,2017-11-11,21.5,3195.0,4,2,1,632.0,South-Eastern Metropolitan,2243,915000,Far,11
7690,Avondale Heights,4,h,Barry,2017-11-11,9.5,3034.0,4,2,3,648.0,Western Metropolitan,4502,1030000,Nearby,13
7691,Avondale Heights,3,h,Moonee,2017-11-11,9.5,3034.0,3,2,2,668.0,Western Metropolitan,4502,1100000,Nearby,10
7692,Avondale Heights,3,h,Moonee,2017-11-11,9.5,3034.0,3,1,1,547.0,Western Metropolitan,4502,880000,Nearby,8
7693,Avondale Heights,3,h,LITTLE,2017-11-11,9.5,3034.0,3,2,2,537.0,Western Metropolitan,4502,790000,Nearby,10
7694,Bacchus Marsh,3,h,FN,2017-11-11,37.5,3340.0,3,2,1,1107.0,Western Victoria,2871,450000,Far,9
7695,Balwyn,3,h,Jellis,2017-11-11,7.9,3103.0,3,1,7,593.0,Southern Metropolitan,5682,1725000,Nearby,14
7696,Balwyn,5,h,Nelson,2017-11-11,7.9,3103.0,5,3,2,725.0,Southern Metropolitan,5682,2450000,Nearby,15
7697,Balwyn,3,t,hockingstuart,2017-11-11,7.9,3103.0,3,2,1,267.0,Southern Metropolitan,5682,1340000,Nearby,9
7698,Balwyn,2,u,Fletchers,2017-11-11,7.9,3103.0,1,1,1,50.0,Southern Metropolitan,5682,530000,Nearby,5
7699,Balwyn North,4,h,Jellis,2017-11-11,9.7,3104.0,4,2,7,710.0,Southern Metropolitan,7809,3200000,Nearby,17
7700,Balwyn North,5,h,Fletchers,2017-11-11,9.7,3104.0,5,2,2,769.0,Southern Metropolitan,7809,2075000,Nearby,14
7701,Balwyn North,3,h,Marshall,2017-11-11,9.7,3104.0,3,1,2,1208.0,Southern Metropolitan,7809,2200000,Nearby,9
7702,Balwyn North,3,h,Nelson,2017-11-11,9.7,3104.0,3,1,4,593.0,Southern Metropolitan,7809,2340000,Nearby,11
7703,Balwyn North,4,h,Fletchers,2017-11-11,9.7,3104.0,3,1,1,593.0,Southern Metropolitan,7809,1730000,Nearby,9
7704,Bayswater North,4,h,Surreal,2017-11-11,23.2,3153.0,4,2,4,789.0,Eastern Metropolitan,3598,760000,Far,14
7705,Beaumaris,4,h,Hodges,2017-11-11,17.3,3193.0,4,2,2,789.0,Southern Metropolitan,5366,1957500,Moderately Close,12
7706,Beaumaris,3,h,Buxton,2017-11-11,17.3,3193.0,3,2,2,812.0,Southern Metropolitan,5366,1720000,Moderately Close,10
7707,Beaumaris,6,h,Ray,2017-11-11,17.3,3193.0,6,3,2,720.0,Southern Metropolitan,5366,2700000,Moderately Close,17
7708,Beaumaris,6,h,Ray,2017-11-11,17.3,3193.0,6,4,2,695.0,Southern Metropolitan,5366,1776000,Moderately Close,18
7709,Bentleigh,4,t,Jellis,2017-11-11,11.4,3204.0,4,4,3,267.0,Southern Metropolitan,6795,1550000,Nearby,15
7710,Bentleigh,4,t,McGrath,2017-11-11,11.4,3204.0,4,2,2,698.0,Southern Metropolitan,6795,1265159,Nearby,12
7711,Bentleigh,3,t,Jellis,2017-11-11,11.4,3204.0,3,2,2,267.0,Southern Metropolitan,6795,1208000,Nearby,10
7712,Bentleigh,2,u,Jellis,2017-11-11,11.4,3204.0,1,1,1,50.0,Southern Metropolitan,6795,745000,Nearby,5
7713,Bentleigh East,2,u,Gary,2017-11-11,13.8,3165.0,1,1,1,50.0,Southern Metropolitan,10969,860000,Nearby,5
7714,Bentleigh East,4,h,Buxton,2017-11-11,13.8,3165.0,4,3,2,645.0,Southern Metropolitan,10969,1450000,Nearby,13
7715,Bentleigh East,4,t,Buxton,2017-11-11,13.8,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1300000,Nearby,10
7716,Bentleigh East,3,t,Ray,2017-11-11,13.8,3165.0,3,1,1,370.0,Southern Metropolitan,10969,886000,Nearby,8
7717,Bentleigh East,3,h,Woodards,2017-11-11,13.8,3165.0,3,2,4,585.0,Southern Metropolitan,10969,1126500,Nearby,12
7718,Bentleigh East,3,h,Buxton,2017-11-11,13.8,3165.0,3,1,2,593.0,Southern Metropolitan,10969,1835000,Nearby,9
7719,Bentleigh East,4,t,Buxton,2017-11-11,13.8,3165.0,4,4,2,267.0,Southern Metropolitan,10969,1450000,Nearby,14
7720,Bentleigh East,4,h,Jellis,2017-11-11,13.8,3165.0,4,2,2,593.0,Southern Metropolitan,10969,1540000,Nearby,12
7721,Bentleigh East,4,h,Jellis,2017-11-11,13.8,3165.0,3,1,1,593.0,Southern Metropolitan,10969,1412000,Nearby,9
7722,Bentleigh East,4,h,Jellis,2017-11-11,13.8,3165.0,4,2,3,585.0,Southern Metropolitan,10969,1960000,Nearby,13
7723,Bentleigh East,3,h,Jellis,2017-11-11,13.8,3165.0,3,1,1,460.0,Southern Metropolitan,10969,1160000,Nearby,8
7724,Bentleigh East,3,t,Jellis,2017-11-11,13.8,3165.0,3,2,1,267.0,Southern Metropolitan,10969,770000,Nearby,9
7725,Berwick,4,h,O'Brien,2017-11-11,35.2,3806.0,4,2,2,776.0,Eastern Victoria,17093,730000,Far,12
7726,Berwick,3,h,Barry,2017-11-11,35.2,3806.0,3,2,2,857.0,Eastern Victoria,17093,935000,Far,10
7727,Blackburn,4,h,Jellis,2017-11-11,13.4,3130.0,4,2,2,693.5,Eastern Metropolitan,5713,2300000,Nearby,12
7728,Blackburn,4,h,Philip,2017-11-11,13.4,3130.0,4,2,3,989.0,Eastern Metropolitan,5713,1790000,Nearby,13
7729,Bonbeach,4,h,hockingstuart,2017-11-11,27.0,3196.0,4,2,2,681.0,South-Eastern Metropolitan,2887,1120000,Far,12
7730,Boronia,3,h,Jellis,2017-11-11,25.0,3155.0,3,1,3,1019.0,Eastern Metropolitan,9704,820000,Far,10
7731,Boronia,4,h,Barry,2017-11-11,25.0,3155.0,4,2,4,730.0,Eastern Metropolitan,9704,878000,Far,14
7732,Boronia,4,h,Barry,2017-11-11,25.0,3155.0,4,2,1,3381.0,Eastern Metropolitan,9704,1606000,Far,11
7733,Box Hill,5,h,Buxton,2017-11-11,10.9,3128.0,5,3,2,693.5,Eastern Metropolitan,4605,1540000,Nearby,15
7734,Box Hill,3,h,Noel,2017-11-11,10.9,3128.0,3,1,2,650.0,Eastern Metropolitan,4605,1693000,Nearby,9
7735,Box Hill,4,h,RT,2017-11-11,10.9,3128.0,4,2,2,715.0,Eastern Metropolitan,4605,1875000,Nearby,12
7736,Braybrook,3,h,Douglas,2017-11-11,8.6,3019.0,3,2,2,537.0,Western Metropolitan,3589,800000,Nearby,10
7737,Briar Hill,3,h,Jellis,2017-11-11,16.1,3088.0,3,1,1,1115.0,Eastern Metropolitan,1390,977000,Moderately Close,8
7738,Briar Hill,2,h,Darren,2017-11-11,16.1,3088.0,2,1,0,693.5,Eastern Metropolitan,1390,826000,Moderately Close,5
7739,Brighton,5,h,Marshall,2017-11-11,10.5,3186.0,5,4,2,710.0,Southern Metropolitan,10579,4400000,Nearby,16
7740,Brighton,2,u,Buxton,2017-11-11,10.5,3186.0,1,1,1,50.0,Southern Metropolitan,10579,560000,Nearby,5
7741,Brighton,3,u,Nick,2017-11-11,10.5,3186.0,1,1,1,50.0,Southern Metropolitan,10579,1200000,Nearby,6
7742,Brighton,2,h,hockingstuart,2017-11-11,10.5,3186.0,2,1,2,298.0,Southern Metropolitan,10579,1350000,Nearby,7
7743,Brighton,2,u,Marshall,2017-11-11,10.5,3186.0,1,1,1,50.0,Southern Metropolitan,10579,1570000,Nearby,5
7744,Brighton,3,h,Marshall,2017-11-11,10.5,3186.0,3,3,3,444.0,Southern Metropolitan,10579,2230000,Nearby,12
7745,Brighton East,3,h,Buxton,2017-11-11,10.3,3187.0,3,2,1,635.0,Southern Metropolitan,6938,1750000,Nearby,9
7746,Brighton East,4,h,Marshall,2017-11-11,10.3,3187.0,4,2,2,593.0,Southern Metropolitan,6938,2003000,Nearby,12
7747,Brighton East,2,t,Buxton,2017-11-11,10.3,3187.0,2,1,1,208.0,Southern Metropolitan,6938,860000,Nearby,6
7748,Brighton East,5,h,Nick,2017-11-11,10.3,3187.0,5,2,2,593.0,Southern Metropolitan,6938,1950000,Nearby,14
7749,Broadmeadows,4,h,YPA,2017-11-11,14.0,3047.0,4,3,2,1186.0,Northern Metropolitan,4294,850000,Nearby,13
7750,Broadmeadows,3,h,Stockdale,2017-11-11,14.0,3047.0,3,1,2,482.0,Northern Metropolitan,4294,464000,Nearby,9
7751,Broadmeadows,4,h,YPA,2017-11-11,14.0,3047.0,4,1,2,601.0,Northern Metropolitan,4294,605000,Nearby,11
7752,Broadmeadows,2,h,RW,2017-11-11,14.0,3047.0,2,1,0,798.0,Northern Metropolitan,4294,600000,Nearby,5
7753,Broadmeadows,4,h,YPA,2017-11-11,14.0,3047.0,4,1,1,482.0,Northern Metropolitan,4294,605000,Nearby,10
7754,Brunswick,1,u,Jellis,2017-11-11,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,540000,Nearby,4
7755,Brunswick,3,h,Jellis,2017-11-11,5.2,3056.0,3,1,1,243.0,Northern Metropolitan,11918,1100000,Nearby,8
7756,Brunswick,2,u,Nelson,2017-11-11,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,440000,Nearby,5
7757,Brunswick,3,u,hockingstuart,2017-11-11,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,640000,Nearby,6
7758,Brunswick,2,h,Nelson,2017-11-11,5.2,3056.0,2,1,1,211.0,Northern Metropolitan,11918,1340000,Nearby,6
7759,Brunswick,4,h,Nelson,2017-11-11,5.2,3056.0,3,1,1,482.0,Northern Metropolitan,11918,1440000,Nearby,9
7760,Brunswick,2,u,Nelson,2017-11-11,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,606000,Nearby,5
7761,Brunswick East,1,u,McGrath,2017-11-11,4.0,3057.0,1,1,1,50.0,Northern Metropolitan,5533,415000,Nearby,4
7762,Brunswick East,2,h,Nelson,2017-11-11,4.0,3057.0,2,1,0,132.0,Northern Metropolitan,5533,907000,Nearby,5
7763,Brunswick East,3,h,Harrington,2017-11-11,4.0,3057.0,3,1,2,435.0,Northern Metropolitan,5533,1710000,Nearby,9
7764,Brunswick East,2,h,Jellis,2017-11-11,4.0,3057.0,2,1,1,482.0,Northern Metropolitan,5533,900000,Nearby,6
7765,Brunswick East,2,h,Jellis,2017-11-11,4.0,3057.0,2,1,1,482.0,Northern Metropolitan,5533,1000000,Nearby,6
7766,Brunswick East,3,h,Nelson,2017-11-11,4.0,3057.0,3,1,2,482.0,Northern Metropolitan,5533,1070000,Nearby,9
7767,Brunswick West,2,u,Nelson,2017-11-11,5.2,3055.0,1,1,1,50.0,Northern Metropolitan,7082,600000,Nearby,5
7768,Brunswick West,3,h,Collins,2017-11-11,5.2,3055.0,3,2,3,482.0,Northern Metropolitan,7082,1400000,Nearby,11
7769,Brunswick West,3,h,Raine,2017-11-11,5.2,3055.0,3,2,2,506.0,Northern Metropolitan,7082,1085000,Nearby,10
7770,Bulleen,3,u,Barry,2017-11-11,10.8,3105.0,2,1,1,208.0,Eastern Metropolitan,4480,726000,Nearby,7
7771,Bullengarook,3,h,Raine,2017-11-11,45.9,3437.0,3,2,4,737.5,Northern Victoria,249,700000,Far,12
7772,Bullengarook,4,h,Raine,2017-11-11,45.9,3437.0,4,2,1,1466.0,Northern Victoria,249,1050000,Far,11
7773,Bundoora,5,h,Ray,2017-11-11,12.1,3083.0,5,2,1,482.0,Northern Metropolitan,10175,800000,Nearby,13
7774,Bundoora,3,u,hockingstuart,2017-11-11,12.1,3083.0,3,3,2,50.0,Northern Metropolitan,10175,550000,Nearby,11
7775,Bundoora,4,h,Ray,2017-11-11,12.1,3083.0,3,1,1,482.0,Northern Metropolitan,10175,970000,Nearby,9
7776,Bundoora,4,h,Barry,2017-11-11,12.1,3083.0,4,3,2,564.0,Northern Metropolitan,10175,1755000,Nearby,13
7777,Bundoora,3,t,Ray,2017-11-11,12.1,3083.0,3,2,2,286.0,Northern Metropolitan,10175,690000,Nearby,10
7778,Burnside,4,h,YPA,2017-11-11,14.8,3023.0,4,2,2,507.0,Western Metropolitan,1607,665000,Nearby,12
7779,Burnside,3,h,YPA,2017-11-11,14.8,3023.0,3,2,2,609.0,Western Metropolitan,1607,620000,Nearby,10
7780,Burnside Heights,4,h,Barry,2017-11-11,14.8,3023.0,4,2,2,368.0,Western Metropolitan,1686,575000,Nearby,12
7781,Burwood,4,u,Barry,2017-11-11,10.4,3125.0,1,1,1,50.0,Southern Metropolitan,5678,825000,Nearby,7
7782,Burwood East,3,h,Lindellas,2017-11-11,14.7,3151.0,3,1,2,693.5,Eastern Metropolitan,4048,1015000,Nearby,9
7783,Cairnlea,3,h,Barry,2017-11-11,14.8,3023.0,3,2,2,385.0,Western Metropolitan,2674,610000,Nearby,10
7784,Camberwell,3,h,Woodards,2017-11-11,7.7,3124.0,3,1,1,593.0,Southern Metropolitan,8920,1450000,Nearby,8
7785,Camberwell,3,h,Woodards,2017-11-11,7.7,3124.0,3,1,2,835.0,Southern Metropolitan,8920,3010000,Nearby,9
7786,Camberwell,3,h,Jellis,2017-11-11,7.7,3124.0,3,1,1,593.0,Southern Metropolitan,8920,1665000,Nearby,8
7787,Carlton North,3,h,Nelson,2017-11-11,3.5,3054.0,3,1,1,195.0,Northern Metropolitan,3106,1650000,Nearby,8
7788,Carlton North,2,h,Woodards,2017-11-11,3.5,3054.0,2,1,1,482.0,Northern Metropolitan,3106,860000,Nearby,6
7789,Carnegie,2,t,Harcourts,2017-11-11,10.1,3163.0,3,2,1,267.0,Southern Metropolitan,7822,655000,Nearby,8
7790,Carnegie,1,u,Woodards,2017-11-11,10.1,3163.0,1,1,1,50.0,Southern Metropolitan,7822,310000,Nearby,4
7791,Carrum,3,h,RT,2017-11-11,31.2,3197.0,3,1,2,324.0,South-Eastern Metropolitan,1989,712500,Far,9
7792,Caulfield North,2,u,Gary,2017-11-11,7.8,3161.0,1,1,1,50.0,Southern Metropolitan,6923,700000,Nearby,5
7793,Caulfield South,2,h,Biggin,2017-11-11,8.7,3162.0,3,1,1,593.0,Southern Metropolitan,5051,985000,Nearby,7
7794,Caulfield South,3,u,Gary,2017-11-11,8.7,3162.0,1,1,1,50.0,Southern Metropolitan,5051,895000,Nearby,6
7795,Caulfield South,2,h,Gary,2017-11-11,8.7,3162.0,2,1,2,301.0,Southern Metropolitan,5051,1100000,Nearby,7
7796,Caulfield South,4,h,Biggin,2017-11-11,8.7,3162.0,4,2,3,566.0,Southern Metropolitan,5051,2850000,Nearby,13
7797,Chelsea,2,u,Ray,2017-11-11,27.0,3196.0,2,1,1,210.0,South-Eastern Metropolitan,3906,520000,Far,6
7798,Chelsea,2,h,Ray,2017-11-11,27.0,3196.0,2,1,2,632.0,South-Eastern Metropolitan,3906,1080000,Far,7
7799,Chelsea Heights,4,h,Ray,2017-11-11,27.0,3196.0,4,2,2,676.0,South-Eastern Metropolitan,2076,872500,Far,12
7800,Cheltenham,3,t,Buxton,2017-11-11,17.9,3192.0,3,2,1,267.0,Southern Metropolitan,9758,1080000,Moderately Close,9
7801,Cheltenham,3,t,Buxton,2017-11-11,17.9,3192.0,3,2,1,267.0,Southern Metropolitan,9758,1020000,Moderately Close,9
7802,Cheltenham,4,h,Hodges,2017-11-11,17.9,3192.0,4,2,2,536.0,Southern Metropolitan,9758,900000,Moderately Close,12
7803,Clarinda,3,h,C21,2017-11-11,17.5,3169.0,3,1,2,7514.0,South-Eastern Metropolitan,2727,862000,Moderately Close,9
7804,Clifton Hill,2,u,Nelson,2017-11-11,3.6,3068.0,1,1,1,50.0,Northern Metropolitan,2954,1000000,Nearby,5
7805,Clifton Hill,2,h,Nelson,2017-11-11,3.6,3068.0,2,1,1,173.0,Northern Metropolitan,2954,1155000,Nearby,6
7806,Clifton Hill,4,h,Jellis,2017-11-11,3.6,3068.0,4,1,2,274.0,Northern Metropolitan,2954,1910000,Nearby,11
7807,Clifton Hill,2,h,Nelson,2017-11-11,3.6,3068.0,2,1,1,482.0,Northern Metropolitan,2954,1720000,Nearby,6
7808,Coburg,3,h,Brad,2017-11-11,6.7,3058.0,3,2,2,566.0,Northern Metropolitan,11204,1270000,Nearby,10
7809,Coburg,2,h,Nelson,2017-11-11,6.7,3058.0,2,1,2,482.0,Northern Metropolitan,11204,1025000,Nearby,7
7810,Coburg,2,t,Brad,2017-11-11,6.7,3058.0,2,1,1,145.0,Northern Metropolitan,11204,698000,Nearby,6
7811,Coburg,3,h,Nelson,2017-11-11,6.7,3058.0,3,2,2,364.0,Northern Metropolitan,11204,1215000,Nearby,10
7812,Coburg,4,h,Barry,2017-11-11,6.7,3058.0,4,2,2,424.0,Northern Metropolitan,11204,1480000,Nearby,12
7813,Coburg North,3,h,Nelson,2017-11-11,6.7,3058.0,3,1,2,482.0,Northern Metropolitan,3445,822000,Nearby,9
7814,Collingwood,2,u,Jellis,2017-11-11,2.0,3066.0,1,1,1,50.0,Northern Metropolitan,4553,1287000,Nearby,5
7815,Craigieburn,3,h,Barry,2017-11-11,20.6,3064.0,3,1,1,482.0,Northern Metropolitan,15510,520000,Far,8
7816,Craigieburn,4,h,Ray,2017-11-11,20.6,3064.0,4,2,2,349.0,Northern Metropolitan,15510,530000,Far,12
7817,Craigieburn,3,h,YPA,2017-11-11,20.6,3064.0,3,1,2,690.0,Northern Metropolitan,15510,570000,Far,9
7818,Craigieburn,3,h,YPA,2017-11-11,20.6,3064.0,3,2,1,482.0,Northern Metropolitan,15510,528000,Far,9
7819,Craigieburn,4,h,Ray,2017-11-11,20.6,3064.0,4,2,2,482.0,Northern Metropolitan,15510,648000,Far,12
7820,Craigieburn,3,h,Ray,2017-11-11,20.6,3064.0,3,1,1,482.0,Northern Metropolitan,15510,460000,Far,8
7821,Craigieburn,5,h,Barry,2017-11-11,20.6,3064.0,5,2,2,482.0,Northern Metropolitan,15510,741000,Far,14
7822,Cranbourne,3,h,Ray,2017-11-11,34.7,3977.0,3,1,2,632.0,South-Eastern Metropolitan,7680,521000,Far,9
7823,Cranbourne,4,h,LJ,2017-11-11,34.7,3977.0,4,2,2,632.0,South-Eastern Metropolitan,7680,663000,Far,12
7824,Croydon,2,u,Philip,2017-11-11,23.0,3136.0,2,1,1,208.0,Eastern Metropolitan,11925,590000,Far,6
7825,Croydon,2,u,Max,2017-11-11,23.0,3136.0,2,1,1,208.0,Eastern Metropolitan,11925,594500,Far,6
7826,Croydon,2,h,Max,2017-11-11,23.0,3136.0,2,1,1,1021.0,Eastern Metropolitan,11925,935000,Far,6
7827,Croydon North,3,h,Ray,2017-11-11,23.0,3136.0,3,2,2,1044.0,Eastern Metropolitan,2985,887000,Far,10
7828,Dallas,3,h,Barry,2017-11-11,14.0,3047.0,3,1,3,569.0,Northern Metropolitan,2246,480888,Nearby,10
7829,Dandenong,4,h,Del,2017-11-11,24.7,3175.0,4,2,2,571.0,South-Eastern Metropolitan,10894,760000,Far,12
7830,Dandenong North,3,u,Del,2017-11-11,24.7,3175.0,2,1,1,210.0,South-Eastern Metropolitan,8322,602000,Far,7
7831,Dandenong North,3,h,O'Brien,2017-11-11,24.7,3175.0,3,2,2,769.0,South-Eastern Metropolitan,8322,792000,Far,10
7832,Delahey,3,h,Calder,2017-11-11,18.0,3037.0,3,2,2,503.0,Western Metropolitan,2898,600000,Moderately Close,10
7833,Delahey,3,h,Bells,2017-11-11,18.0,3037.0,3,2,2,537.0,Western Metropolitan,2898,600000,Moderately Close,10
7834,Derrimut,4,h,Stockdale,2017-11-11,14.7,3030.0,4,2,2,537.0,Western Metropolitan,2276,748000,Nearby,12
7835,Diggers Rest,4,h,Raine,2017-11-11,27.7,3427.0,4,2,2,780.0,Western Metropolitan,1184,501000,Far,12
7836,Dingley Village,3,h,Buxton,2017-11-11,22.2,3172.0,3,1,1,533.0,South-Eastern Metropolitan,3940,880000,Far,8
7837,Dingley Village,4,h,Buxton,2017-11-11,22.2,3172.0,4,2,2,632.0,South-Eastern Metropolitan,3940,890000,Far,12
7838,Dingley Village,2,h,C21,2017-11-11,22.2,3172.0,3,1,2,632.0,South-Eastern Metropolitan,3940,646000,Far,8
7839,Doncaster,5,h,Jellis,2017-11-11,12.4,3108.0,5,3,3,930.0,Eastern Metropolitan,9028,1500000,Nearby,16
7840,Doncaster,4,h,Jellis,2017-11-11,12.4,3108.0,4,2,4,693.5,Eastern Metropolitan,9028,1810000,Nearby,14
7841,Doncaster,4,h,Fletchers,2017-11-11,12.4,3108.0,4,2,2,863.0,Eastern Metropolitan,9028,2900000,Nearby,12
7842,Doncaster East,4,h,Jellis,2017-11-11,14.3,3109.0,4,2,2,651.0,Eastern Metropolitan,10999,1268000,Nearby,12
7843,Doncaster East,4,h,Jellis,2017-11-11,14.3,3109.0,4,2,1,752.0,Eastern Metropolitan,10999,1250000,Nearby,11
7844,Doncaster East,4,h,Jellis,2017-11-11,14.3,3109.0,4,2,2,381.0,Eastern Metropolitan,10999,1128000,Nearby,12
7845,Doncaster East,3,h,Jellis,2017-11-11,14.3,3109.0,3,1,2,995.0,Eastern Metropolitan,10999,2260000,Nearby,9
7846,Donvale,4,h,Jellis,2017-11-11,16.1,3111.0,4,2,2,507.0,Eastern Metropolitan,4790,1280000,Moderately Close,12
7847,Doreen,3,h,HAR,2017-11-11,25.9,3754.0,3,2,2,567.0,Northern Victoria,7254,578000,Far,10
7848,Elsternwick,4,h,Woodards,2017-11-11,7.2,3185.0,4,2,2,593.0,Southern Metropolitan,4898,2201000,Nearby,12
7849,Elsternwick,2,u,Biggin,2017-11-11,7.2,3185.0,1,1,1,50.0,Southern Metropolitan,4898,625250,Nearby,5
7850,Elsternwick,4,h,Biggin,2017-11-11,7.2,3185.0,4,3,1,593.0,Southern Metropolitan,4898,2800000,Nearby,12
7851,Eltham,3,h,Buckingham,2017-11-11,18.0,3095.0,3,2,1,888.0,Eastern Metropolitan,6990,916500,Moderately Close,9
7852,Eltham,3,h,Jellis,2017-11-11,18.0,3095.0,3,1,1,693.5,Eastern Metropolitan,6990,986000,Moderately Close,8
7853,Eltham,3,h,Jellis,2017-11-11,18.0,3095.0,3,2,2,346.0,Eastern Metropolitan,6990,1055000,Moderately Close,10
7854,Eltham,3,u,Jellis,2017-11-11,18.0,3095.0,2,1,1,208.0,Eastern Metropolitan,6990,676500,Moderately Close,7
7855,Eltham,3,h,Jellis,2017-11-11,18.0,3095.0,3,2,3,4452.0,Eastern Metropolitan,6990,1320000,Moderately Close,11
7856,Eltham,3,u,Jellis,2017-11-11,18.0,3095.0,2,1,1,208.0,Eastern Metropolitan,6990,721000,Moderately Close,7
7857,Eltham,5,h,Jellis,2017-11-11,18.0,3095.0,3,1,1,693.5,Eastern Metropolitan,6990,1000000,Moderately Close,10
7858,Eltham,3,u,Morrison,2017-11-11,18.0,3095.0,2,1,1,208.0,Eastern Metropolitan,6990,1026000,Moderately Close,7
7859,Elwood,1,u,Chisholm,2017-11-11,7.2,3184.0,1,1,1,50.0,Southern Metropolitan,8989,515000,Nearby,4
7860,Endeavour Hills,5,h,Del,2017-11-11,28.5,3802.0,5,3,2,632.0,South-Eastern Metropolitan,8443,880000,Far,15
7861,Epping,1,h,HAR,2017-11-11,19.6,3076.0,3,1,1,482.0,Northern Metropolitan,10926,273000,Moderately Close,6
7862,Epping,4,h,hockingstuart,2017-11-11,19.6,3076.0,4,2,4,568.0,Northern Metropolitan,10926,652000,Moderately Close,14
7863,Epping,3,h,Barry,2017-11-11,19.6,3076.0,3,1,1,598.0,Northern Metropolitan,10926,584000,Moderately Close,8
7864,Epping,3,h,hockingstuart,2017-11-11,19.6,3076.0,3,2,1,714.0,Northern Metropolitan,10926,637000,Moderately Close,9
7865,Essendon,5,h,Nelson,2017-11-11,7.5,3040.0,5,4,2,537.0,Western Metropolitan,9264,1820000,Nearby,16
7866,Essendon,2,u,RW,2017-11-11,7.5,3040.0,2,1,1,80.0,Western Metropolitan,9264,540000,Nearby,6
7867,Essendon,2,u,Hodges,2017-11-11,7.5,3040.0,2,1,1,80.0,Western Metropolitan,9264,590000,Nearby,6
7868,Fairfield,3,h,Thomas,2017-11-11,5.7,3078.0,3,1,1,482.0,Northern Metropolitan,2970,1535000,Nearby,8
7869,Fawkner,3,h,Barry,2017-11-11,13.1,3060.0,3,1,2,482.0,Northern Metropolitan,5070,723000,Nearby,9
7870,Ferntree Gully,4,h,Barry,2017-11-11,24.8,3156.0,4,2,1,743.0,Eastern Metropolitan,10788,792000,Far,11
7871,Ferntree Gully,4,h,Stockdale,2017-11-11,24.8,3156.0,4,3,2,737.0,Eastern Metropolitan,10788,840000,Far,13
7872,Fitzroy,5,h,Nelson,2017-11-11,2.1,3065.0,5,2,2,304.0,Northern Metropolitan,5825,2790000,Nearby,14
7873,Fitzroy,2,h,Nelson,2017-11-11,2.1,3065.0,2,1,1,482.0,Northern Metropolitan,5825,1180000,Nearby,6
7874,Fitzroy,3,h,Nelson,2017-11-11,2.1,3065.0,3,1,1,482.0,Northern Metropolitan,5825,1670000,Nearby,8
7875,Fitzroy North,2,u,Jellis,2017-11-11,3.6,3068.0,1,1,1,50.0,Northern Metropolitan,6244,647000,Nearby,5
7876,Flemington,1,u,Nelson,2017-11-11,3.4,3031.0,1,1,1,50.0,Northern Metropolitan,3593,285000,Nearby,4
7877,Footscray,1,u,Jas,2017-11-11,5.1,3011.0,2,1,1,80.0,Western Metropolitan,7570,365000,Nearby,5
7878,Footscray,2,u,FN,2017-11-11,5.1,3011.0,2,1,1,80.0,Western Metropolitan,7570,409000,Nearby,6
7879,Footscray,4,h,Douglas,2017-11-11,5.1,3011.0,4,1,1,537.0,Western Metropolitan,7570,1095000,Nearby,10
7880,Footscray,2,t,Jas,2017-11-11,5.1,3011.0,2,2,1,200.0,Western Metropolitan,7570,685000,Nearby,7
7881,Forest Hill,2,u,Ray,2017-11-11,15.4,3131.0,2,1,1,208.0,Eastern Metropolitan,4385,762000,Moderately Close,6
7882,Forest Hill,4,h,Jellis,2017-11-11,15.4,3131.0,4,2,0,690.0,Eastern Metropolitan,4385,1120000,Moderately Close,10
7883,Frankston,3,h,O'Brien,2017-11-11,38.0,3199.0,3,1,3,632.0,South-Eastern Metropolitan,17055,515000,Far,10
7884,Frankston,3,h,Ray,2017-11-11,38.0,3199.0,3,2,2,632.0,South-Eastern Metropolitan,17055,650000,Far,10
7885,Gardenvale,2,u,Jellis,2017-11-11,7.2,3185.0,1,1,1,50.0,Southern Metropolitan,534,692000,Nearby,5
7886,Gladstone Park,3,h,Frank,2017-11-11,12.9,3043.0,3,2,2,547.0,Western Metropolitan,3285,631000,Nearby,10
